,5,10,15,20,25
0,0.36575568794575664,0.512700804409362,0.562862444735979,0.6307728381517185,0.6849329548884807
1,0.3302895663223547,0.4697833181823064,0.5738831242078285,0.6367030705016008,0.6756575192113495
2,0.37735787371181234,0.5049430732364384,0.5817867209141409,0.6347949472525609,0.6583824141340544
3,0.3752520356364285,0.5029968645355347,0.5869128451307111,0.6376615144005426,0.6843012066724278
4,0.37485085069537183,0.5016053120783216,0.5626447723318724,0.6286958951282606,0.67793561184552
5,0.36456039640068477,0.5211576196415733,0.583831738520783,0.6417841840735315,0.6677645337719547
6,0.41517383839806377,0.49085416444674096,0.5953309573206329,0.6202057700950788,0.6691092049808387
7,0.4109640160001745,0.5409360601887662,0.5527035283676005,0.6208218774859459,0.6758321523521764
8,0.4271526499470403,0.5123986647762068,0.5829975312387147,0.6240944138966836,0.6527164182159892
9,0.41920970545039365,0.4967531994003096,0.570192108688108,0.6204377511286527,0.6576756886406971
10,0.4020628100187118,0.505313140127236,0.5883781897460112,0.6219120186577062,0.6697263998216556
11,0.34375395344018256,0.501404108643172,0.5552876999620426,0.6456303482878426,0.6736042934598472
12,0.373580263343576,0.5170134740181747,0.591612796779393,0.6328724329195969,0.683205258514663
13,0.26859013143448607,0.4929358464746668,0.5783899472321292,0.6344504790350158,0.670415167421429
14,0.40738470778268715,0.5186998837767212,0.5845653402406741,0.610392175609634,0.6862378022307022
15,0.37928137897065967,0.49923645491956004,0.5693677185580094,0.6425573752211234,0.6790046836131508
16,0.422214225939508,0.5015997064840559,0.5919812751130954,0.6237456045501452,0.6952152596071478
17,0.42051026368845734,0.5191834700046017,0.6064745860400681,0.6334298239027731,0.6835919246001076
18,0.3562086746089458,0.4956024090491257,0.5811701019457212,0.6182541300340297,0.6778951195087966
19,0.37647539654365697,0.5308409529359903,0.5678718021532269,0.6240700309358692,0.6847955721845418
20,0.3995049667540255,0.4547298059494195,0.5700908276210646,0.6316604615250226,0.676039492591158
21,0.3745766251678661,0.5263072790431733,0.5740789077348406,0.6397108366533533,0.6751319546669208
22,0.3759416256539691,0.4770643739233152,0.5374125780557765,0.6362996125005764,0.6897454321671603
23,0.4225901349903345,0.45588587976624684,0.5682931961254197,0.6395728213077779,0.6854176176051038
24,0.39331738831827767,0.539859564902416,0.5607925340633707,0.6264265852025468,0.6790672220466772
25,0.382287628058566,0.5394792798757719,0.572762978284577,0.6169129906243814,0.6911548607179008
26,0.3748405568126732,0.5068232794350267,0.5972082844844357,0.6107674893196499,0.6718762204785698
27,0.36229097849889647,0.4519430911985038,0.5684646099432267,0.6422550912926687,0.6912796591375616
28,0.4064009470934868,0.5054959791225218,0.5294887891691394,0.619670914536643,0.6615057207386835
29,0.4192619900832491,0.4498724714830065,0.5640067058066603,0.6498657616697795,0.6859722295131635
30,0.4269130700154261,0.47917992248339536,0.5542694988314922,0.6364587785595373,0.6684496095715823
31,0.3428476652572071,0.49579434519228466,0.5760309199861464,0.622454245055625,0.6872670198656496
32,0.4071355094732402,0.48291789058109436,0.5842155059394287,0.6104358381893437,0.6761437541250567
33,0.3450183005928751,0.5191241574380999,0.5670252276842299,0.6254665614173153,0.6442279604315573
34,0.38677657057213627,0.46971104063406394,0.5689446218358423,0.6286389112457645,0.6788187658273421
35,0.400217902016865,0.5023799597577179,0.6071653255120013,0.650397135163414,0.6646973042143962
36,0.3169779038362455,0.4952985715739997,0.5711132689393391,0.6141890943903853,0.7022416007701057
37,0.4254301930304357,0.4740480226920425,0.5708549122955767,0.6385824405400125,0.677943267185599
38,0.39318108013987974,0.5112560624470694,0.5796434514601445,0.6521045025872129,0.6737675799512494
39,0.3830102983461187,0.4905357771955814,0.5957933427734934,0.6322960046092925,0.6766840572400492
40,0.27572951127739526,0.5226025569424007,0.6034799041345384,0.6210488822948882,0.6817339712888649
41,0.38072220532785206,0.4777593902293978,0.5577196280726978,0.63573486900113,0.6868942316505753
42,0.39674025261908147,0.4774836757772653,0.5995192456900723,0.6110129043764878,0.6532008425672479
43,0.365384994793727,0.5311710554276287,0.5785360403332749,0.6359497458065088,0.6774276771764488
44,0.40384083502243595,0.5130905350521199,0.5909291132167256,0.6371664743651635,0.6848802511121364
45,0.441310444200241,0.48102646206916716,0.6025126147046965,0.6453215532384977,0.6844813169814317
46,0.37295686298687974,0.47591248777857564,0.583673505800466,0.6406275582699236,0.6783813761813187
47,0.37283951131715415,0.5001606895441113,0.5729860971000396,0.6094564367887494,0.6386428914360992
48,0.3549776220424132,0.5194537269205707,0.5729118975776717,0.630137214412593,0.6801011340232619
49,0.4319585267791681,0.5122691232620752,0.5727591147043127,0.6502164355668038,0.6801222952070547
